Lep Name,Lep Url 
Cucullia postera,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Cucullia_postera.jpg/240px-Cucullia_postera.jpg
Cucullia praecana,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Cucullia_praecana.jpg/351px-Cucullia_praecana.jpg
Cucullia pulla,None
Cucullia santolinae,None
Cucullia scrophulariphila,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/CUCULLIA_SCROPHULARIAE.jpg/270px-CUCULLIA_SCROPHULARIAE.jpg
Cucullia sp.,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Cucullia_sp._%2826533135727%29.jpg/240px-Cucullia_sp._%2826533135727%29.jpg
Cucullia umbratica,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Cucullia_umbratica01.jpg/255px-Cucullia_umbratica01.jpg
Cucullia wredowi,None
Cutina distincta,None
Cydosia nobilitella,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Cydosia_nobilitella%3F_Curve-lined_Cydosia_Moth_%286399141039%29.jpg/175px-Cydosia_nobilitella%3F_Curve-lined_Cydosia_Moth_%286399141039%29.jpg
Dargida grammivora,None
Deltote deceptoria,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Deltote.deceptoria.jpg/254px-Deltote.deceptoria.jpg
Diachrysia chryson,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Diacrysia_chryson.jpg/257px-Diacrysia_chryson.jpg
Diaphone eumela,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Diaphone_eumela.jpg/123px-Diaphone_eumela.jpg
Diarsia calgary,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/CLBM_04_Pl70.png/105px-CLBM_04_Pl70.png
Diarsia esurialis,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Diarsia_esurialis.jpg/269px-Diarsia_esurialis.jpg
Diarsia jucunda,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/CLBM_04_Pl70.png/105px-CLBM_04_Pl70.png
Diarsia mendica,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Diarsia_mendica.jpg/269px-Diarsia_mendica.jpg
Diatenes aglossoides,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Diatenes_aglossoides.jpg/240px-Diatenes_aglossoides.jpg
Dichonia aprillina,None
Dichonia convergens,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Paul_Robert_-_L%C3%A9pidopt%C3%A8res_du_Jura_1.jpg/117px-Paul_Robert_-_L%C3%A9pidopt%C3%A8res_du_Jura_1.jpg
Dichoniopsis obliquisigna,None
Drasteria alleni,None
Dyops oculigera,None
Dypterygia scabriuscula,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Dypterygia_scabriuscula.jpg/240px-Dypterygia_scabriuscula.jpg
Dyrzela plagiata,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Dyrzela_plagiata_%28Noctuidae-_Hadeninae%29_%286138028970%29.jpg/256px-Dyrzela_plagiata_%28Noctuidae-_Hadeninae%29_%286138028970%29.jpg
Dysgonia algira,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Dysgonia_algira_Piazzo_03.jpg/240px-Dysgonia_algira_Piazzo_03.jpg
Dysgonia amygdalis,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Dysgonia_amygdalis.jpg/270px-Dysgonia_amygdalis.jpg
Dysgonia analis,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/CATALOGUE-BM-PLATE_CCXXI.jpg/90px-CATALOGUE-BM-PLATE_CCXXI.jpg
Dysgonia angularis,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Bastilla_angularis.jpg/197px-Bastilla_angularis.jpg
Egira perlubens,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Egira_perlubens_01.jpg/211px-Egira_perlubens_01.jpg
Elaphria nucicolora,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Elaphria_nucicolora.JPG/240px-Elaphria_nucicolora.JPG
Elaphria venustula,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Elaphria_venustula.jpg/282px-Elaphria_venustula.jpg
Emarginea percara,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Beloved_Emarginea_Moth_%28Noctuidae%2C_Emarginea_percara%29_%2830508354912%29.jpg/245px-Beloved_Emarginea_Moth_%28Noctuidae%2C_Emarginea_percara%29_%2830508354912%29.jpg
Enigmogramma basigera,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/-_8886_%E2%80%93_Enigmogramma_basigera_%E2%80%93_Pink-washed_Looper_Moth_%2848043871986%29.jpg/272px--_8886_%E2%80%93_Enigmogramma_basigera_%E2%80%93_Pink-washed_Looper_Moth_%2848043871986%29.jpg
Enispa erythroglauca,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/CATALOGUE-BM-PLATE_CXLIX.jpg/94px-CATALOGUE-BM-PLATE_CXLIX.jpg
Enispa lutefascialis,None
Epipsilia grisescens,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Euxoa_grisescens_m.jpg/310px-Euxoa_grisescens_m.jpg
Ercheia cyllaria,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Ercheia_cyllaria.jpg/269px-Ercheia_cyllaria.jpg
Ercheia subsignata,None
Ercheia umbrosa,https://upload.wikimedia.org/wikipedia/commons/2/26/Ercheia_umbrosa.JPG
Erebus,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Erebus_ephesperis_%40_Kanjirappally.jpg/300px-Erebus_ephesperis_%40_Kanjirappally.jpg
Erebus crepuscularis,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Nyctipao_dentifascia_female.JPG/191px-Nyctipao_dentifascia_female.JPG
Erebus macrops,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Erebus_macrops_indoors.jpg/309px-Erebus_macrops_indoors.jpg
Eremophysa scrophulariae,None
Ericeia inangulata,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Ericeia_inangulata_female.jpg/284px-Ericeia_inangulata_female.jpg
Ericeia sp.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Ericeia_sp._%2830204947942%29.jpg/270px-Ericeia_sp._%2830204947942%29.jpg
Eriopygodes imbecilla,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Noctuidae_-_Eriopygodes_imbecilla.JPG/240px-Noctuidae_-_Eriopygodes_imbecilla.JPG
Eublemma antoninae,None
Eublemma aurantiaca?,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/CATALOGUE-BM-PLATE_CLIII.jpg/92px-CATALOGUE-BM-PLATE_CLIII.jpg
Eublemma candidana,None
Eublemma conspersa,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/CATALOGUE-BM-PLATE_CLIV.jpg/87px-CATALOGUE-BM-PLATE_CLIV.jpg
Eublemma trifasciata,None
Eudocima aurantia,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Eudocima_aurantia_male_dorsal.jpg/240px-Eudocima_aurantia_male_dorsal.jpg
Eudocima imperator,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Pl.14-03-Eudocima_imperator%28Boisduval%2C_1833%29.jpg/235px-Pl.14-03-Eudocima_imperator%28Boisduval%2C_1833%29.jpg
Eudocima materna,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/ArgadesaMaterna14-3-m.jpg/260px-ArgadesaMaterna14-3-m.jpg
Eulocastra argentisparsa,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/CATALOGUE-BM-PLATE_CLXVII.jpg/91px-CATALOGUE-BM-PLATE_CLXVII.jpg
Eupsilia fringata,None
Euscirrhopterus gloveri,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Euscirrhopterus_gloveri_P1090460a.jpg/166px-Euscirrhopterus_gloveri_P1090460a.jpg
Eustrotia vittata,None
Eutelia adoratrix,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/CATALOGUE-BM-PLATE_CLXXV.jpg/96px-CATALOGUE-BM-PLATE_CLXXV.jpg
Eutelia catephioides,None
Euxoa aurulenta?,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/CATALOGUE-BM-PLATE_LXIX.jpg/101px-CATALOGUE-BM-PLATE_LXIX.jpg
Euxoa bostoniensis,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/CATALOGUE-BM-LXIII.jpg/99px-CATALOGUE-BM-LXIII.jpg
Euxoa catenula,https://upload.wikimedia.org/wikipedia/commons/d/dc/Porosagrotis_catenula.JPG
Euxoa decora,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Euxoa_decora.jpg/299px-Euxoa_decora.jpg
Euxoa messoria,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Euxoa_messoria.jpg/278px-Euxoa_messoria.jpg
Euxoa nostra,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/CATALOGUE-BM-LXV.jpg/107px-CATALOGUE-BM-LXV.jpg
Euxoa oberthuri,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Euxoa_oberthuri.jpg/191px-Euxoa_oberthuri.jpg
Euxoa ochrogaster,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Euxoa_rossica.jpg/296px-Euxoa_rossica.jpg
Euxoa olivia,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Euxoa_olivia_dorsal.jpg/298px-Euxoa_olivia_dorsal.jpg
Euxoa perexcellens,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/CATALOGUE-BM-LXVI.jpg/100px-CATALOGUE-BM-LXVI.jpg
Euxoa quadridentata,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Euxoa_quadridentata_01.jpg/270px-Euxoa_quadridentata_01.jpg
Euxoa sp.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Euxoa_sp._%2829260241363%29.jpg/240px-Euxoa_sp._%2829260241363%29.jpg
Euxoa temera,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Euxoa_temera01.jpg/222px-Euxoa_temera01.jpg
Euxoa tessellata,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Euxoa_tessellata.jpg/240px-Euxoa_tessellata.jpg
Exophyla platti,None
Exyra semicrocea,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Pitcherplant_mining_moth_%28Exyra_semicrocea%29_%2841144094071%29.jpg/270px-Pitcherplant_mining_moth_%28Exyra_semicrocea%29_%2841144094071%29.jpg
Fagitana littera,None
Falana sordida,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Falana_sordida_%2835680374640%29.jpg/270px-Falana_sordida_%2835680374640%29.jpg
Faronta quadrannulata,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/CATALOGUE-BM-PLATE_XCIV.jpg/107px-CATALOGUE-BM-PLATE_XCIV.jpg
Faronta rubripennis,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/-10434_%E2%80%93_Dargida_rubripennis_%E2%80%93_Pink_Streak_Moth_%2820652267062%29.jpg/154px--10434_%E2%80%93_Dargida_rubripennis_%E2%80%93_Pink_Streak_Moth_%2820652267062%29.jpg
Felinia spissa,None
Feliniopsis indistans,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Feliniopsis_indistans_%2829995141438%29.jpg/270px-Feliniopsis_indistans_%2829995141438%29.jpg
Feliniopsis opposita,None
Feltia herilis,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Feltia_herilis.jpg/233px-Feltia_herilis.jpg
Feltia subgothica,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Feltia_subgothica.jpg/284px-Feltia_subgothica.jpg
Gerbathodes angusta,None
Grammodes bifasciata,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Grammodes_bifasciata_752113.jpg/240px-Grammodes_bifasciata_752113.jpg
Grammodes ocellata,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Grammodes_ocellata.jpg/240px-Grammodes_ocellata.jpg
Grammodes oculicola,https://upload.wikimedia.org/wikipedia/commons/3/31/Grammodes_oculicola.JPG
Grammodes stolida,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Grammodes_stolida%2C_c%2C_Seringveld.jpg/205px-Grammodes_stolida%2C_c%2C_Seringveld.jpg
Graphania coctilis,None
Graphania nullifera,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Graphania_nullifera_female.jpg/330px-Graphania_nullifera_female.jpg
Grotella margueritaria,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Grotella_margueritaria_larva.jpg/347px-Grotella_margueritaria_larva.jpg
Hada proxima,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Lasionycta_proxima.jpg/287px-Lasionycta_proxima.jpg
Hadena filograna,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Hadena_filograna.male.jpg/279px-Hadena_filograna.male.jpg
Hadena irregularis,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Hadena_irregularis.jpg/287px-Hadena_irregularis.jpg
Hadena laudeti,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Enterpia_laudeti.jpg/279px-Enterpia_laudeti.jpg
Hadena silenes,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/The_larva_of_Hadena_bicruris_is_feeding_on_the_seeds_of_Red_Campion_%28Silene_dioica%29.jpg/135px-The_larva_of_Hadena_bicruris_is_feeding_on_the_seeds_of_Red_Campion_%28Silene_dioica%29.jpg
Hecatesia fenestrata,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Hecatesia_fenestrata_m.jpg/240px-Hecatesia_fenestrata_m.jpg
Hecatesia thyridion,None
Heliophobus reticulata,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Heliophobus_reticulata.jpg/240px-Heliophobus_reticulata.jpg
Heliophobus texturata,None
Heliothis proruptus,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Heliothis_proruptus.jpg/251px-Heliothis_proruptus.jpg
Heliothis sp.,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/%282404%29_Eastern_Bordered_Straw_%28Heliothis_nubigera%29_%2828097167046%29.jpg/142px-%282404%29_Eastern_Bordered_Straw_%28Heliothis_nubigera%29_%2828097167046%29.jpg
Heliothis spp.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Heliothis_virescens_5422150.jpg/258px-Heliothis_virescens_5422150.jpg
Hemeroblemma rengus,None
Hemicephalis krugii,None
Hemieuxoa interrupta,None
Herminia tarsipennalis,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Herminia_tarsipennalis01.jpg/233px-Herminia_tarsipennalis01.jpg
Heteropalpia vetusta,None
Hexorthodes accurata,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/CATALOGUE-BM-PLATE_CXX.jpg/100px-CATALOGUE-BM-PLATE_CXX.jpg
Hillia maida,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/CATALOGUE-BM-PLATE_CIV.jpg/111px-CATALOGUE-BM-PLATE_CIV.jpg
Homodes,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Homodes_vivida_%28Erebidae-_Boletobiinae%29_%284184379167%29.jpg/135px-Homodes_vivida_%28Erebidae-_Boletobiinae%29_%284184379167%29.jpg
Homodes bracteigutta,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Homodes_bracteigutta_%2816633422865%29.jpg/270px-Homodes_bracteigutta_%2816633422865%29.jpg
Homodes crocea,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Noctuid_Moth_%28Homodes_crocea%29_%2815875442561%29.jpg/245px-Noctuid_Moth_%28Homodes_crocea%29_%2815875442561%29.jpg
Homodes fulva,None
Homoglaea carbonaria,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Homoglaea_carbonaria_04.jpg/180px-Homoglaea_carbonaria_04.jpg
Homoglaea dives,None
Homoglaea hircina,None
Homohadena badistriga,None
Homoncocnemis fortis,None
Homophoberia cristata,None
Homorthodes furfurata,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Homorthodes_furfurata.jpg/270px-Homorthodes_furfurata.jpg
Homorthodes reliqua,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/CATALOGUE-BM-PLATE_LXXXIX.jpg/111px-CATALOGUE-BM-PLATE_LXXXIX.jpg
Hoplodrina blanda,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Hoplodrina_blanda01.jpg/236px-Hoplodrina_blanda01.jpg
Hoplodrina octogenaria,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Hoplodrina_octogenaria_FvL.jpg/241px-Hoplodrina_octogenaria_FvL.jpg
Hoplodrina respersa,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Hoplodrina_respersa.jpg/240px-Hoplodrina_respersa.jpg
Hoplodrina superstes,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Hoplodrina_superstes.jpg/304px-Hoplodrina_superstes.jpg
Hoplotarache lunana,None
Hydraecia immanis,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/CATALOGUE-BM-PLATE_CXXXVII.jpg/104px-CATALOGUE-BM-PLATE_CXXXVII.jpg
Hydraecia osseola,None
Hylonycta subornata,None
Hypena abyssinialis,None
Hypena baltimoralis,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Hypena_baltimoralis.jpg/186px-Hypena_baltimoralis.jpg
Hypena deceptalis,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Hypena_deceptalis.jpg/240px-Hypena_deceptalis.jpg
Hypena humuli,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Hypena_humuli_-_Hop_Vine_Moth_%2815022911065%29.jpg/192px-Hypena_humuli_-_Hop_Vine_Moth_%2815022911065%29.jpg
Hypena laceratalis,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Hypena_laceratalis.jpg/241px-Hypena_laceratalis.jpg
Hypena mandatalis,None
Hypena masurialis,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Hypena_masurialis.jpg/240px-Hypena_masurialis.jpg
Hypena minualis,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Hypena_minualis_P1280769a.jpg/227px-Hypena_minualis_P1280769a.jpg
Hypena obsitalis,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Hypena_obsitalis_02.jpg/135px-Hypena_obsitalis_02.jpg
Hypena phaseoli,None
Hypena proboscidalis,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Hypena_proboscidalis_Bytom.jpg/180px-Hypena_proboscidalis_Bytom.jpg
Hypena quadralis,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Hypena_quadralis_-_Doi_Su_thep%2C_Chiang_Mai_%285942961858%29.jpg/222px-Hypena_quadralis_-_Doi_Su_thep%2C_Chiang_Mai_%285942961858%29.jpg
Hypena rostralis,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Poland_Hypena_rostralis.jpg/240px-Poland_Hypena_rostralis.jpg
Hypena scabra,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/-_8465_%E2%80%93_Hypena_scabra_%E2%80%93_Green_Cloverworm_Moth_%2813114944803%29.jpg/163px--_8465_%E2%80%93_Hypena_scabra_%E2%80%93_Green_Cloverworm_Moth_%2813114944803%29.jpg
Hypena sordidula,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Hypena_sordidula.jpg/168px-Hypena_sordidula.jpg
Hyperstrotia secta,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Hyperstrotia_secta_-_Black-patched_Graylet_Moth_%2814999913626%29.jpg/192px-Hyperstrotia_secta_-_Black-patched_Graylet_Moth_%2814999913626%29.jpg
Hypersypnoides submarginata,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Hypersypnoides_submarginata5.jpg/270px-Hypersypnoides_submarginata5.jpg
Hypocala violacea,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Hypocala_violacea_%28Noctuidae_Catocalinae%29.jpg/271px-Hypocala_violacea_%28Noctuidae_Catocalinae%29.jpg
Hypopyra capensis,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Hypopyra_capensis_%2813890401290%29.jpg/240px-Hypopyra_capensis_%2813890401290%29.jpg
Hypopyra occidentalis,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Enmonodia_occidentalis_female.JPG/165px-Enmonodia_occidentalis_female.JPG
Hypospila bolinoides,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Hypospila_bolinoides_%2823876962529%29.jpg/268px-Hypospila_bolinoides_%2823876962529%29.jpg
Hypostrotia cinerea,None
Hypotacha retracta,None
Idia aemula,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Idia_aemula.jpg/180px-Idia_aemula.jpg
Idia americalis,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Idia_americalis.jpg/240px-Idia_americalis.jpg
Idia calvaria,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Idia_calvaria.jpg/306px-Idia_calvaria.jpg
Idia gigantalis,None
Janseodes melanospila,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/NovaraExpZoologischeTheilLepidopteraAtlasTaf109.jpg/148px-NovaraExpZoologischeTheilLepidopteraAtlasTaf109.jpg
Jodia sericea,None
Lacanobia oleracea,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Lacanobia_oleracea01.jpg/231px-Lacanobia_oleracea01.jpg
Lacanobia pisi,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Moths_of_the_British_Isles_Plate129.jpg/132px-Moths_of_the_British_Isles_Plate129.jpg
Lacanobia splendens,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Lacanobia_splendens.jpg/291px-Lacanobia_splendens.jpg
Lacinipolia lorea,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Lacinipolia_lorea.jpg/240px-Lacinipolia_lorea.jpg
Lasionycta leucocycla,https://upload.wikimedia.org/wikipedia/commons/1/1c/Lasionycta_leucocycla_leucocycla.JPG
Lasionycta wyatti,https://upload.wikimedia.org/wikipedia/commons/4/42/Psammopolia_wyatti.JPG
Ledaea perditalis,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/-_8491_%E2%80%93_Ledaea_perditalis_%E2%80%93_Lost_Owlet_Moth_%2819323778922%29.jpg/243px--_8491_%E2%80%93_Ledaea_perditalis_%E2%80%93_Lost_Owlet_Moth_%2819323778922%29.jpg
Lepidodelta phoenicraspis,None
Lepipolys perscripta,None
Letis mycerina,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Letis_mycerina_85376379.jpg/270px-Letis_mycerina_85376379.jpg
Letis specularis,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Letis_specularis_55284242.jpg/240px-Letis_specularis_55284242.jpg
Leucania adjuta,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Adjutant_Wainscot_-_Leucania_adjuta%2C_Woodbridge%2C_Virginia.jpg/122px-Adjutant_Wainscot_-_Leucania_adjuta%2C_Woodbridge%2C_Virginia.jpg
Leucania albistigma,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/CATALOGUE-BM-PLATE_XCIII.jpg/105px-CATALOGUE-BM-PLATE_XCIII.jpg
Leucania atrimacula,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/CATALOGUE-BM-PLATE_XCIII.jpg/105px-CATALOGUE-BM-PLATE_XCIII.jpg
Leucania byssina,None
Leucania fragilis,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/CATALOGUE-BM-PLATE_XCIII.jpg/105px-CATALOGUE-BM-PLATE_XCIII.jpg
Leucania humidicola,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/CATALOGUE-BM-PLATE_XCIII.jpg/105px-CATALOGUE-BM-PLATE_XCIII.jpg
Leucania insulicola,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Leucania_insulicola.jpg/240px-Leucania_insulicola.jpg
Leucania irregularis,None
Leucania microgonia,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/CATALOGUE-BM-PLATE_XCIII.jpg/105px-CATALOGUE-BM-PLATE_XCIII.jpg
Leucania microsticha,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/CATALOGUE-BM-PLATE_XCIII.jpg/105px-CATALOGUE-BM-PLATE_XCIII.jpg
Leucania multilinea,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/CATALOGUE-BM-PLATE_XCI.jpg/106px-CATALOGUE-BM-PLATE_XCI.jpg
Leucania nebulosa,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/CATALOGUE-BM-PLATE_XCII.jpg/106px-CATALOGUE-BM-PLATE_XCII.jpg
Leucania phragmitidicola,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Leucania_phragmitidicola.jpg/240px-Leucania_phragmitidicola.jpg
Leucania pilipalpis,None
Leucania prominens,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bellier1863AnnSocEntFrancePlate9.jpg/106px-Bellier1863AnnSocEntFrancePlate9.jpg
Leucania pseudargyria,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/-10462_%E2%80%93_Leucania_pseudargyria_%E2%80%93_False_Wainscot_Moth_%2816225003945%29.jpg/187px--10462_%E2%80%93_Leucania_pseudargyria_%E2%80%93_False_Wainscot_Moth_%2816225003945%29.jpg
Litholomia napaea,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Litholomia_napaea_04.jpg/247px-Litholomia_napaea_04.jpg
Lithophane contenta,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Lithophane_contenta_CSU_ENT1145147.jpg/316px-Lithophane_contenta_CSU_ENT1145147.jpg
Lithophane pexata,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Lithophane_pexata_68053582.jpg/135px-Lithophane_pexata_68053582.jpg
Lithophane plumbealis,None
Litoprosopus coachella,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Litoprosopus_coachella.jpg/240px-Litoprosopus_coachella.jpg
Lomanaltes eductalis,None
Lophomilia takao,None
Lophoptera,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Lophoptera_hemithyris_%2818771499876%29.jpg/271px-Lophoptera_hemithyris_%2818771499876%29.jpg
Lophoptera sp.,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Lophoptera_sp._%287232762706%29.jpg/194px-Lophoptera_sp._%287232762706%29.jpg
Lophoptera togata,None
Lygephila craccae,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Lygephila_craccae.jpg/241px-Lygephila_craccae.jpg
Lygephila limosa,None
Lygephila pastinum,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Lygephila_pastinum01.jpg/253px-Lygephila_pastinum01.jpg
Lygephila recta,None
Magusa orbifera,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Magusa_orbifera.JPG/240px-Magusa_orbifera.JPG
Maliattha ritsemae,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Maliattha_ritsemae_%2849523725203%29.jpg/240px-Maliattha_ritsemae_%2849523725203%29.jpg
Maliattha synochitis,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Maliattha_synochitis_P1390325a.jpg/192px-Maliattha_synochitis_P1390325a.jpg
Melanephia nigrescens,None
Merolonche spinea,None
Mniotype ducta,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Mniotype_ducta_01.jpg/308px-Mniotype_ducta_01.jpg
Mniotype miniota,None
